,createdAt,platformId,platformCode,channelId,channelCode,deviceCategory,total,tax,delivery,revenue,profit,quantity
261,2020-01-14,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,tablet,3564,748,116,3412,0.0,3
262,2020-01-14,308_silverpop,Silverpop,308_emailing,emailing,desktop,82633,17355,5288,78295,0.0,124
263,2020-01-14,308_silverpop,Silverpop,308_emailing,emailing,mobile,3899,819,630,3093,0.0,5
264,2020-01-14,308_silverpop,Silverpop,308_emailing,emailing,tablet,2575,541,0,2575,0.0,3
265,2020-01-14,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,27387,5750,889,27070,0.0,16
266,2020-01-14,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,6350,1333,580,5626,0.0,7
267,2020-01-14,308_sklik,Sklik,308_sklik_pla,sklik_pla,mobile,3147,661,116,2995,0.0,1
268,2020-01-14,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,4775,1003,141,4680,0.0,3
269,2020-01-14,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,2697,566,116,2580,0.0,4
270,2020-01-14,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,9878,2075,657,9854,0.0,3
271,2020-01-15,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,31021,6514,1185,30157,0.0,61
272,2020-01-15,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,114542,24054,2878,115173,0.0,7
273,2020-01-15,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,66458,13954,2804,66731,0.0,55
274,2020-01-15,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,18181,3817,1790,16200,0.0,30
275,2020-01-15,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,1590,334,116,1439,0.0,1
276,2020-01-15,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,3877,814,348,3557,0.0,9
277,2020-01-15,308_heurekacz,HeurekaCz,308_heureka,heureka,mobile,445,94,116,294,0.0,2
278,2020-01-15,308_notset,notset,308_direct,direct,desktop,11766,2472,580,11143,0.0,14
279,2020-01-15,308_notset,notset,308_direct,direct,mobile,6894,1513,348,6486,0.0,6
280,2020-01-15,308_notset,notset,308_internal,internal,desktop,15025,3005,928,15160,0.0,5
281,2020-01-15,308_notset,notset,308_internal,internal,mobile,5269,1106,116,5117,0.0,2
282,2020-01-15,308_notset,notset,308_notset,notset,desktop,8379,1760,256,8802,0.0,17
283,2020-01-15,308_notset,notset,308_organic,organic,desktop,14296,3002,780,13797,0.0,19
284,2020-01-15,308_notset,notset,308_organic,organic,mobile,1255,264,116,1103,0.0,1
285,2020-01-15,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,11444,2403,541,11537,0.0,7
286,2020-01-15,308_silverpop,Silverpop,308_emailing,emailing,desktop,59026,12398,3431,55577,0.0,48
287,2020-01-15,308_silverpop,Silverpop,308_emailing,emailing,mobile,737,155,116,585,0.0,3
288,2020-01-15,308_silverpop,Silverpop,308_emailing,emailing,tablet,1434,301,232,1144,0.0,3
289,2020-01-15,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,22966,4822,978,22615,0.0,34
290,2020-01-15,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,3707,778,116,3555,0.0,1
291,2020-01-15,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,2442,513,257,2202,0.0,4
292,2020-01-15,308_sklik,Sklik,308_sklik_sea,sklik_sea,mobile,698,147,116,546,0.0,1
293,2020-01-15,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,1113,234,0,1113,0.0,2
294,2020-01-16,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,20169,4236,1005,19046,0.0,14
295,2020-01-16,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,3991,838,116,4104,0.0,3
296,2020-01-16,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,30902,6489,1631,29119,0.0,45
297,2020-01-16,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,15190,3189,1519,13387,0.0,16
298,2020-01-16,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,1056,222,141,880,0.0,1
299,2020-01-16,308_notset,notset,308_direct,direct,desktop,14593,3032,1181,13314,0.0,18
300,2020-01-16,308_notset,notset,308_direct,direct,mobile,2013,423,116,1910,0.0,4
301,2020-01-16,308_notset,notset,308_direct,direct,tablet,5891,1237,140,5981,0.0,2
302,2020-01-16,308_notset,notset,308_facebook,facebook,desktop,363,76,141,187,0.0,1
303,2020-01-16,308_notset,notset,308_internal,internal,desktop,1111,233,116,972,0.0,3
304,2020-01-16,308_notset,notset,308_notset,notset,desktop,3409,716,257,3116,0.0,3
305,2020-01-16,308_notset,notset,308_organic,organic,desktop,23439,4922,1205,22729,0.0,38
306,2020-01-16,308_notset,notset,308_referral,referral,desktop,1560,328,116,1409,0.0,1
307,2020-01-16,308_notset,notset,308_referral,referral,tablet,4405,925,141,4229,0.0,1
308,2020-01-16,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,11229,2359,373,10750,0.0,14
309,2020-01-16,308_silverpop,Silverpop,308_emailing,emailing,desktop,31290,6571,1906,29684,0.0,60
310,2020-01-16,308_silverpop,Silverpop,308_emailing,emailing,mobile,1846,388,257,1553,0.0,3
311,2020-01-16,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,11961,2512,1055,11076,0.0,7
312,2020-01-16,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,750,157,116,598,0.0,1
313,2020-01-16,308_sklik,Sklik,308_sklik_pla,sklik_pla,mobile,1279,269,116,1127,0.0,1
314,2020-01-16,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,1344,282,141,1168,0.0,6
315,2020-01-17,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,37831,7944,1616,37481,0.0,42
316,2020-01-17,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,15913,3341,464,15388,0.0,38
317,2020-01-17,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,1517,318,116,1365,0.0,1
318,2020-01-17,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,535,112,0,535,0.0,1
319,2020-01-17,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,1525,320,116,1409,0.0,1
320,2020-01-17,308_notset,notset,308_direct,direct,desktop,20929,4396,773,20121,0.0,16
321,2020-01-17,308_notset,notset,308_notset,notset,desktop,1267,266,116,1151,0.0,1
322,2020-01-17,308_notset,notset,308_organic,organic,desktop,20753,4357,1351,19422,0.0,36
323,2020-01-17,308_notset,notset,308_organic,organic,mobile,1439,302,257,1160,0.0,4
324,2020-01-17,308_notset,notset,308_referral,referral,desktop,941,198,141,812,0.0,33
325,2020-01-17,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,10697,2247,348,10700,0.0,6
326,2020-01-17,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,1971,414,116,1820,0.0,2
327,2020-01-17,308_silverpop,Silverpop,308_emailing,emailing,desktop,37614,7899,1781,37010,0.0,53
328,2020-01-17,308_silverpop,Silverpop,308_emailing,emailing,mobile,4631,972,232,4374,0.0,6
329,2020-01-17,308_silverpop,Silverpop,308_emailing,emailing,tablet,744,156,116,593,0.0,1
330,2020-01-17,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,10561,2217,696,9909,0.0,20
331,2020-01-17,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,839,176,116,700,0.0,2
332,2020-01-17,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,7109,1493,256,6818,0.0,4
333,2020-01-18,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,35452,7445,828,36982,0.0,56
334,2020-01-18,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,8367,1757,514,8068,0.0,25
335,2020-01-18,308_adwords,AdWords,308_adwords_dsa,adwords_dsa,desktop,3109,653,0,3109,0.0,9
336,2020-01-18,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,11935,2497,257,11599,0.0,28
337,2020-01-18,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,1066,224,116,914,0.0,2
338,2020-01-18,308_adwords,AdWords,308_adwords_rem,adwords_rem,mobile,3029,636,116,2923,0.0,2
339,2020-01-18,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,862,181,116,711,0.0,1
340,2020-01-18,308_notset,notset,308_direct,direct,desktop,8882,1865,398,9035,0.0,8
341,2020-01-18,308_notset,notset,308_organic,organic,desktop,2620,550,282,2349,0.0,11
342,2020-01-18,308_notset,notset,308_organic,organic,mobile,3195,671,141,3054,0.0,1
343,2020-01-18,308_notset,notset,308_referral,referral,desktop,4021,844,116,4134,0.0,7
344,2020-01-18,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,3306,694,232,3048,0.0,6
345,2020-01-18,308_silverpop,Silverpop,308_emailing,emailing,desktop,29137,6119,1792,27491,0.0,36
346,2020-01-18,308_silverpop,Silverpop,308_emailing,emailing,mobile,6424,1350,257,6097,0.0,2
347,2020-01-18,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,4585,963,0,4585,0.0,3
348,2020-01-18,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,323,68,116,172,0.0,1
349,2020-01-18,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,3767,791,257,3440,0.0,6
350,2020-01-18,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,1353,284,116,1202,0.0,6
351,2020-01-19,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,7585,1593,771,6766,0.0,14
352,2020-01-19,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,18174,3817,657,18558,0.0,5
353,2020-01-19,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,2667,560,116,2515,0.0,3
354,2020-01-19,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,2988,628,232,2685,0.0,5
355,2020-01-19,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,9786,2055,721,9036,0.0,18
356,2020-01-19,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,4412,927,116,4261,0.0,10
357,2020-01-19,308_notset,notset,308_direct,direct,desktop,16707,3509,805,16234,0.0,28
358,2020-01-19,308_notset,notset,308_direct,direct,mobile,1895,397,257,1580,0.0,3
359,2020-01-19,308_notset,notset,308_notset,notset,desktop,1237,260,141,1061,0.0,1
360,2020-01-19,308_notset,notset,308_organic,organic,desktop,15263,3205,837,14467,0.0,19
361,2020-01-19,308_notset,notset,308_organic,organic,mobile,11408,2396,488,10917,0.0,14
362,2020-01-19,308_notset,notset,308_referral,referral,desktop,4497,945,257,4270,0.0,4
363,2020-01-19,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,18457,3876,630,17949,0.0,13
364,2020-01-19,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,655,138,116,539,0.0,1
365,2020-01-19,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,tablet,3768,791,140,3645,0.0,4
366,2020-01-19,308_silverpop,Silverpop,308_emailing,emailing,desktop,91745,19267,1442,90845,0.0,49
367,2020-01-19,308_silverpop,Silverpop,308_emailing,emailing,mobile,1292,271,116,1141,0.0,2
368,2020-01-19,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,20407,4286,721,19958,0.0,36
369,2020-01-19,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,1048,220,257,756,0.0,4
370,2020-01-19,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,1480,311,0,1533,0.0,2
371,2020-01-19,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,37366,7847,1351,39539,0.0,18
372,2020-01-20,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,47349,9945,2486,45376,0.0,34
373,2020-01-20,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,6218,1306,116,6066,0.0,3
374,2020-01-20,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,56484,11862,2175,54813,0.0,59
375,2020-01-20,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,11566,2427,514,11151,0.0,11
376,2020-01-20,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,503,106,116,351,0.0,1
377,2020-01-20,308_adwords,AdWords,308_adwords_rem,adwords_rem,mobile,1761,370,141,1631,0.0,2
378,2020-01-20,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,10161,2134,348,10006,0.0,9
379,2020-01-20,308_notset,notset,308_direct,direct,desktop,17173,3564,1012,16248,0.0,62
380,2020-01-20,308_notset,notset,308_direct,direct,mobile,186,39,0,186,0.0,1
381,2020-01-20,308_notset,notset,308_facebook,facebook,desktop,515,108,116,398,0.0,1
382,2020-01-20,308_notset,notset,308_facebook,facebook,mobile,3173,666,200,2983,0.0,3
383,2020-01-20,308_notset,notset,308_notset,notset,desktop,1461,307,116,1362,0.0,2
384,2020-01-20,308_notset,notset,308_organic,organic,desktop,38151,8011,1237,37543,0.0,31
385,2020-01-20,308_notset,notset,308_organic,organic,mobile,944,198,116,804,0.0,11
386,2020-01-20,308_notset,notset,308_referral,referral,desktop,2054,431,116,1938,0.0,1
387,2020-01-20,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,1990,418,232,1758,0.0,4
388,2020-01-20,308_silverpop,Silverpop,308_emailing,emailing,desktop,34171,7177,2049,32848,0.0,45
389,2020-01-20,308_silverpop,Silverpop,308_emailing,emailing,mobile,1396,293,116,1290,0.0,2
390,2020-01-20,308_silverpop,Silverpop,308_emailing,emailing,tablet,2304,484,116,2198,0.0,6
391,2020-01-20,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,30683,6443,1143,29386,0.0,39
392,2020-01-20,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,1184,249,116,1033,0.0,1
393,2020-01-20,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,820,172,116,669,0.0,1
394,2020-01-20,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,616,129,116,464,0.0,1
395,2020-01-20,308_sklik,Sklik,308_sklik_sea,sklik_sea,tablet,938,197,116,821,0.0,1
396,2020-01-20,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,4094,861,348,3686,0.0,9
397,2020-01-21,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,17754,3730,1069,16444,0.0,34
398,2020-01-21,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,1195,251,116,1044,0.0,1
399,2020-01-21,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,4224,887,141,4129,0.0,9
400,2020-01-21,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,35313,7415,1708,33789,0.0,70
401,2020-01-21,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,10469,2197,862,9588,0.0,19
402,2020-01-21,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,607,128,116,456,0.0,2
403,2020-01-21,308_notset,notset,308_direct,direct,desktop,12160,2553,488,11717,0.0,22
404,2020-01-21,308_notset,notset,308_direct,direct,mobile,3630,762,232,3326,0.0,3
405,2020-01-21,308_notset,notset,308_notset,notset,desktop,4792,1006,116,4905,0.0,7
406,2020-01-21,308_notset,notset,308_organic,organic,desktop,37491,7871,1819,36626,0.0,42
407,2020-01-21,308_notset,notset,308_organic,organic,mobile,452,95,0,452,0.0,1
408,2020-01-21,308_notset,notset,308_referral,referral,desktop,9976,2095,657,9725,0.0,70
409,2020-01-21,308_notset,notset,308_referral,referral,mobile,697,146,116,546,0.0,1
410,2020-01-21,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,7022,1474,232,6800,0.0,3
411,2020-01-21,308_silverpop,Silverpop,308_emailing,emailing,desktop,36905,7749,1951,35896,0.0,40
412,2020-01-21,308_silverpop,Silverpop,308_emailing,emailing,mobile,2427,510,232,2158,0.0,2
413,2020-01-21,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,19603,4118,631,20074,0.0,16
414,2020-01-21,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,8129,1707,200,8597,0.0,3
415,2020-01-22,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,11247,2361,721,10464,0.0,13
416,2020-01-22,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,5655,1187,116,5504,0.0,6
417,2020-01-22,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,1396,293,116,1290,0.0,2
418,2020-01-22,308_adwords,AdWords,308_adwords_dsa,adwords_dsa,desktop,6019,1264,140,5844,0.0,34
419,2020-01-22,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,29083,6108,2204,26651,0.0,36
420,2020-01-22,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,17468,3669,1313,16059,0.0,8
421,2020-01-22,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,11100,2331,456,10574,0.0,5
422,2020-01-22,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,2593,545,141,2429,0.0,4
423,2020-01-22,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,374,78,116,222,0.0,1
424,2020-01-22,308_notset,notset,308_direct,direct,desktop,36340,7631,1184,35106,0.0,55
425,2020-01-22,308_notset,notset,308_direct,direct,mobile,795,167,116,679,0.0,2
426,2020-01-22,308_notset,notset,308_organic,organic,desktop,64910,13629,2073,64852,0.0,22
427,2020-01-22,308_notset,notset,308_organic,organic,mobile,5569,1169,316,5375,0.0,9
428,2020-01-22,308_notset,notset,308_referral,referral,desktop,506,106,116,390,0.0,1
429,2020-01-22,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,17950,3769,832,17864,0.0,13
430,2020-01-22,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,3856,810,257,3574,0.0,3
431,2020-01-22,308_silverpop,Silverpop,308_emailing,emailing,desktop,76323,16025,3709,74535,0.0,68
432,2020-01-22,308_silverpop,Silverpop,308_emailing,emailing,mobile,6552,1376,316,6428,0.0,7
433,2020-01-22,308_silverpop,Silverpop,308_emailing,emailing,tablet,1795,377,116,1690,0.0,3
434,2020-01-22,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,8056,1691,689,7454,0.0,6
435,2020-01-22,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,4293,901,316,3941,0.0,2
436,2020-01-22,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,6476,1360,341,6065,0.0,6
437,2020-01-22,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,442,93,116,290,0.0,3
438,2020-01-23,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,18154,3813,839,18242,0.0,17
439,2020-01-23,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,10686,2245,1044,9416,0.0,18
440,2020-01-23,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,12362,2597,348,12454,0.0,9
441,2020-01-23,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,1264,266,116,1160,0.0,4
442,2020-01-23,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,4038,848,200,4068,0.0,2
443,2020-01-23,308_heurekacz,HeurekaCz,308_heureka,heureka,mobile,592,124,116,476,0.0,1
444,2020-01-23,308_notset,notset,308_direct,direct,desktop,15636,3284,1191,14570,0.0,13
445,2020-01-23,308_notset,notset,308_direct,direct,mobile,5588,1173,116,5436,0.0,6
446,2020-01-23,308_notset,notset,308_direct,direct,tablet,1016,213,116,900,0.0,4
447,2020-01-23,308_notset,notset,308_facebook,facebook,desktop,1801,378,0,1801,0.0,2
448,2020-01-23,308_notset,notset,308_notset,notset,desktop,727,153,116,576,0.0,1
449,2020-01-23,308_notset,notset,308_organic,organic,desktop,85147,17879,2297,86264,0.0,68
450,2020-01-23,308_notset,notset,308_referral,referral,desktop,1596,335,116,1490,0.0,2
451,2020-01-23,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,11618,2440,605,10935,0.0,8
452,2020-01-23,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,3902,819,0,4131,0.0,2
453,2020-01-23,308_silverpop,Silverpop,308_emailing,emailing,desktop,93577,19641,5014,89823,0.0,63
454,2020-01-23,308_silverpop,Silverpop,308_emailing,emailing,mobile,12529,2631,489,12301,0.0,10
455,2020-01-23,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,24212,5084,573,24202,0.0,17
456,2020-01-23,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,2583,542,116,2431,0.0,1
457,2020-01-23,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,586,123,116,435,0.0,10
458,2020-01-23,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,921,193,116,781,0.0,2
459,2020-01-23,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,5015,1053,257,4834,0.0,3
460,2020-01-23,308_zbozicz,ZboziCz,308_zbozi,zbozi,tablet,3585,753,116,3433,0.0,4
461,2020-01-24,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,3409,716,116,3521,0.0,5
462,2020-01-24,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,2834,595,257,2542,0.0,5
463,2020-01-24,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,31639,6644,1881,29412,0.0,50
464,2020-01-24,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,4530,951,696,3621,0.0,8
465,2020-01-24,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,2206,463,116,2054,0.0,2
466,2020-01-24,308_adwords,AdWords,308_adwords_rem,adwords_rem,tablet,3417,718,116,3265,0.0,1
467,2020-01-24,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,363,76,116,247,0.0,1
468,2020-01-24,308_notset,notset,308_direct,direct,desktop,29030,6096,1044,29094,0.0,21
469,2020-01-24,308_notset,notset,308_direct,direct,mobile,4830,1015,433,4292,0.0,4
470,2020-01-24,308_notset,notset,308_internal,internal,desktop,1813,381,116,1662,0.0,2
471,2020-01-24,308_notset,notset,308_organic,organic,desktop,6397,1343,464,5975,0.0,8
472,2020-01-24,308_notset,notset,308_organic,organic,mobile,411,86,0,411,0.0,1
473,2020-01-24,308_notset,notset,308_referral,referral,desktop,4524,950,316,4227,0.0,3
474,2020-01-24,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,18639,3914,1275,17908,0.0,16
475,2020-01-24,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,837,176,116,721,0.0,2
476,2020-01-24,308_silverpop,Silverpop,308_emailing,emailing,desktop,45007,9451,2389,43561,0.0,55
477,2020-01-24,308_silverpop,Silverpop,308_emailing,emailing,mobile,11557,2427,200,11551,0.0,10
478,2020-01-24,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,24692,5186,804,24380,0.0,34
479,2020-01-24,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,4038,848,200,3986,0.0,2
480,2020-01-24,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,9950,2090,316,10321,0.0,14
481,2020-01-25,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,15965,3353,1057,15982,0.0,12
482,2020-01-25,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,275,58,116,123,0.0,1
483,2020-01-25,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,6107,1282,373,5663,0.0,8
484,2020-01-25,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,2747,577,373,2369,0.0,6
485,2020-01-25,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,670,141,141,494,0.0,2
486,2020-01-25,308_adwords,AdWords,308_adwords_rem,adwords_rem,tablet,2123,446,141,1993,0.0,2
487,2020-01-25,308_notset,notset,308_direct,direct,desktop,13178,2769,605,12750,0.0,22
488,2020-01-25,308_notset,notset,308_direct,direct,mobile,6381,1340,348,5927,0.0,4
489,2020-01-25,308_notset,notset,308_facebook,facebook,mobile,1702,357,116,1550,0.0,1
490,2020-01-25,308_notset,notset,308_organic,organic,desktop,5913,1241,257,5814,0.0,19
491,2020-01-25,308_notset,notset,308_organic,organic,mobile,384,81,116,233,0.0,2
492,2020-01-25,308_silverpop,Silverpop,308_emailing,emailing,desktop,53993,11338,1403,54969,0.0,42
493,2020-01-25,308_silverpop,Silverpop,308_emailing,emailing,mobile,9335,1960,488,8764,0.0,11
494,2020-01-25,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,4074,855,200,3839,0.0,1
495,2020-01-25,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,1696,356,141,1519,0.0,3
496,2020-01-25,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,6048,1270,116,6372,0.0,18
497,2020-01-26,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,10503,2206,630,9830,0.0,12
498,2020-01-26,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,2584,543,116,2513,0.0,4
499,2020-01-26,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,26002,5461,1087,25717,0.0,43
500,2020-01-26,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,16414,3447,1353,15489,0.0,16
501,2020-01-26,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,4074,855,200,3839,0.0,1
502,2020-01-26,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,14582,3062,548,14701,0.0,19
503,2020-01-26,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,5243,1101,457,5014,0.0,6
504,2020-01-26,308_notset,notset,308_direct,direct,desktop,5926,1244,316,5734,0.0,5
505,2020-01-26,308_notset,notset,308_facebook,facebook,tablet,956,201,116,805,0.0,1
506,2020-01-26,308_notset,notset,308_organic,organic,desktop,6307,1325,372,5981,0.0,8
507,2020-01-26,308_notset,notset,308_referral,referral,desktop,6445,1353,256,6419,0.0,4
508,2020-01-26,308_notset,notset,308_referral,referral,mobile,553,116,116,402,0.0,2
509,2020-01-26,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,12178,2557,373,12438,0.0,23
510,2020-01-26,308_silverpop,Silverpop,308_emailing,emailing,desktop,45308,9513,1932,45559,0.0,28
511,2020-01-26,308_silverpop,Silverpop,308_emailing,emailing,mobile,8534,1791,432,8224,0.0,10
512,2020-01-26,308_silverpop,Silverpop,308_emailing,emailing,tablet,5149,1081,611,4731,0.0,6
513,2020-01-26,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,11789,2475,456,12213,0.0,9
514,2020-01-26,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,4798,1008,140,4852,0.0,15
515,2020-01-26,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,1114,234,141,950,0.0,3
516,2020-01-26,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,833,175,141,657,0.0,1
517,2020-01-26,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,746,157,141,570,0.0,1
518,2020-01-27,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,38355,8055,1820,37620,0.0,46
519,2020-01-27,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,21483,4512,141,22623,0.0,3
520,2020-01-27,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,2767,581,0,2767,0.0,2
521,2020-01-27,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,38966,8183,1651,38177,0.0,44
522,2020-01-27,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,10294,2160,1119,8923,0.0,19
